Spalte1,Systemnummer,MMS-ID,Volltext,Barcode,VerfasserIn ; GND-ID,VerfasserIn Geschlecht,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere VerfasserInnen ; GND-ID,Weitere VerfasserInnen Geschlecht,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC13290216,AC13290216,"9,90057721130603E+017",http://data.onb.ac.at/ABO/%2BZ25887270X,Z25887270X,"Sonnini, Charles Sigisbert ; http://d-nb.info/gnd/117637858",m,Voyage en Grèce et en Turquie,Magazin von merkwürdigen neuen Reisebeschreibungen ; Vier und zwanzigster Band,Reise nach Griechenland und der Türkei $ auf Befehl Ludwig XVI. unternommen $ von C. S. Sonnini. Aus dem Französischen übersezt und mit Anmerkungen versehen von Ch. Weyland. Mit einem Kupfer,,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1801,1801,"VI, 414 Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist eine Kupferstich-Illustration,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1049 ; Engelmann II, 994 ; Bibliografie Reiseliteratur Eutin",,,ger,fre,Aus dem Französischen übersetzt,,,,,"Weyland, Philipp Christoph ; http://d-nb.info/gnd/117332704",,,,,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1801 ; Türkei ; Reise ; Geschichte 1801 ; Osmanisches Reich ; Gesandtschaft ; Geschichte 1801,TravelogueD19 Asien Europa ; TravelogueD19 Orient,,393869-B MAG,ZKAR,
AC10356100,AC10356100,"9,90035229830603E+017",http://data.onb.ac.at/ABO/%2BZ175064907,Z175064907,"Struve, Johann Christian <<von>> ; http://d-nb.info/gnd/11537499X",m,,,Reise eines jungen Russen von Wien über Jassy in die Crimm $ und ausführliches Tagebuch der im Jahr 1793 von St. Petersburg nach Constantinopel geschickten Russisch-kaiserlichen Gesandtschaft $ [Johann Christian Struve],,,Gotha,Gotha ; http://d-nb.info/gnd/4021652-4,,in der Ettingerschen Buchhandlung,Ettinger'sche Buchhandlung ; http://d-nb.info/gnd/7546865-7,,1801,1801,"VI, 314 Seiten, 2 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1071 ; Bibliografie Reiseliteratur Eutin ; Holzmann-Bohatta III, 11505. - Anonym erschienen, Verfasser ermittelt nach Holzmann-Bohatta und Chatzipanagioti-Sangmeister",Seite [III]-VI: Vorbericht,,ger,,,,,,,,,,,,,Reisebericht,,,Gesandtschaft ; Russland ; Geschichte 1793 ; Osmanisches Reich ; Istanbul ; Krim,TravelogueD19 Europa Asien ; TravelogueD19 Orient,,78.M.16 PRUNK,ZALT,
AC03300484,AC03300484,"9,90046002330603E+017",http://data.onb.ac.at/ABO/%2BZ137153208,Z137153208,"Stürmer, Ludwig <<von>> ; http://d-nb.info/gnd/100594980",m,,,"Skizzen einer Reise nach Konstantinopel des Freyherrn L. v. Stürmer, in den letzten Monathen des Jahres 1816 $ Herausgegeben von Joseph Goluchowski",,,Pesth,Budapest ; http://d-nb.info/gnd/4008684-7,,Bey Konrad Adolf Hartleben,"Hartleben, Konrad Adolf ; http://d-nb.info/gnd/10436047X",,1817,1817,"291 Seiten, 5 ungezählte Seiten",1 Diagramm,,,8°,1 Holzschnitt-Diagramm,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite 3-12: Vorrede von Józef Gołuchowski, Datum Wien 02.05.1817",,ger,,,,,,"Gołuchowski, Józef ; http://d-nb.info/gnd/122911911",,,,,,,Reisebericht,,,Istanbul ; Reisebericht 1816 ; Reise ; Konstantinopel ; Osmanisches Reich ; Geschichte 1816,TravelogueD19 Asien Europa ; TravelogueD19 Orient,,3.Mm.22 PRUNK,ZALT,
AC10360147,AC10360147,"9,90035271110603E+017",http://data.onb.ac.at/ABO/%2BZ175063502,Z175063502,"Sumarokov, Pavel Ivanovič ; http://d-nb.info/gnd/100852335",m,Putešestvie po vsemu Krymu i Bessarabii v 1799 godu,,<<Paul Sumarokoff's>> Reise durch die Krimm und Bessarabien im Jahre 1799 $ Aus dem Russischen von Johann Richter,,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Joh. Friedr. Hartknoch,"Hartknoch, Johann Friedrich ; http://d-nb.info/gnd/124244300",,1802,1802,230 Seiten,,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 622","Seite [3]: Widmung des Übersetzers Johann Richter an Ernst Valentin Leuthier. - Seite [5]-8: Vorbericht des Übersetzers, Moskau 05.1801",,ger,rus,Aus dem Russischen übersetzt,,,,,"Richter, Johann",,,,"Richter, Johann","Leuthier, Ernst Valentin ; http://d-nb.info/gnd/1051929857",Reisebericht,,,Bessarabien ; Reise ; Geschichte 1799 ; Krim,TravelogueD19 Asien ; TravelogueD19 Orient,,78.M.1 PRUNK,ZALT,
AC10274099,AC10274099,"9,90034393840603E+017",http://data.onb.ac.at/ABO/%2BZ166487905,Z166487905,"Tournefort, Joseph Pitton <<de>> ; http://d-nb.info/gnd/117628905",m,Relation d'un voyage du Levant ; http://viaf.org/viaf/309338565,,<<Tournefort's>> Reise in die Levante,,,Königsberg,Königsberg ; http://d-nb.info/gnd/4031541-1 .- Halle (Saale) ; http://d-nb.info/gnd/4023025-9,Halle (Saale) ; http://d-nb.info/gnd/4023025-9,bey Göbbels und Unzer ; gedruckt bey Friedrich Schroter,Göbbels und Unzer ; http://d-nb.info/gnd/1067975055,"Schroter, Friedrich",1801,1801,"VIII, 198 Seiten, 1 ungezählte Seite",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1156*",Seite [III]-VIII: Vorrede des Herausgebers,,ger,fre,Aus dem Französischen übersetzt,,,,"Rink, Friedrich Theodor ; http://d-nb.info/gnd/115653724",,,,,,,Reisebericht,,,Orient ; Reise ; Geschichte 1699-1702 ; Levante ; Ägäische Inseln ; Armenien ; Georgien ; Anatolien ; Osmanisches Reich,TravelogueD19 Orient ; TravelogueD19 Asien Europa,,60.K.8* PRUNK,ZALT,
AC12095864,AC12095864,"9,90046451880603E+017",http://data.onb.ac.at/ABO/%2BZ174785706,Z174785706,"Volney, Constantin-François ; http://d-nb.info/gnd/11880569X",m,Voyage en Syrie et en Égypte ; 1787,,"<<C. F. Volney's>> Reise nach Syrien und Aegypten $ in den Jahren 1783, 1784, 1785. Aus dem Französischen übersezt","Dritter Theil ; welcher die Zusätze der dritten französischen Original=Ausgabe, nebst mehreren von den merkwürdigsten durch die französisch=ägyptische Expedition veranlaßten Beobachtungen enthält, von Professor Paulus zu Jena",,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Johann Michael Mauke,"Maucke, Johann Michael ; http://d-nb.info/gnd/103751095X","Maucke, Johann Michael ; http://d-nb.info/gnd/103751095X",1800,1800,"VIII, 421 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten ; Tabellen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0206","Seite III-VIII: Vorrede, Datum Jena 15.10.1800",,ger,fre,Teilweise aus dem Französischen übersetzt,,,,,,"Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361",,,,,Reisebericht,,,Reise ; Syrien ; Naher Osten ; Ägypten ; Geschichte 1783-1785 ; Osmanisches Reich ; Orient,TravelogueD19 Afrika Asien ; TravelogueD19 Orient,,279407-B.3 MAG,ZFID,
AC10443688,AC10443688,"9,90036124320603E+017",http://data.onb.ac.at/ABO/%2BZ184084601,Z184084601,"Willyams, Cooper ; http://d-nb.info/gnd/100701752",m,<<A>> Voyage up th Mediterranean in his Majesty's Ship the Swiftsure ; 1802,,"Reise auf dem Mittelmeere im Gefolge des Admirals Nelson $ Mit einer Beschreibung der Schlacht by Abukir am 1ten August 1798 und ausführlichen Nachrichten über die Begebenheiten nach dieser Schlacht in verschiedenen Theilen des mittelländischen Meers $ Von Cooper Wylliams, Caplan auf der Nelsonschen Flotte. Aus dem Englischen übersetzt",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Comission bey A. Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1804,1804,"224 Seiten, 1 ungezähltes Blatt Bildtafeln, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 1 Karte",1,1,8°,"1 Kupferstich-Illustration als Frontispiz, 1 Kupferstich-Karte (""Plan von der Nil-Schlacht am 1ten August 1798, gestochen von C. R. Schindelmeyer). - Fußnoten","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1188",,,ger,,,,,,,,,,"Schindelmeyer, Karl Robert ; http://d-nb.info/gnd/129098647",,,Erlebnisbericht,,,Abukir ; Seeschlacht ; Geschichte 1798 ; Mittelmeerraum ; Reise ; Geschichte 1798,TravelogueD19 Europa ; TravelogueD19 Orient,,37.L.36 PRUNK,ZALT,
AC11434945,AC11434945,"9,90044690220603E+017",http://data.onb.ac.at/ABO/%2BZ184034105,Z184034105,"Wittman, William",m,"Travels in Turkey, Asia Minor, Syria, and the desert into Egypt durin the years 1799, 1800, and 1801 ; 1803",,"<<W. Wittmann's der Arzneykunde Doctors>> Reisen in der europäischen Türkey, Kleinasien, Syrien und Aegypten in den Jahren 1799, 1800, 1801 und 1802 $ Nebst Bemerkungen über die Pest und andern in der Türkey herrschenden Krankheiten, wie auch einem meteorologischen Tagebuche. Aus dem Englischen, mit Anmerkungen, und mit Desgenettes, Larrey's, Pagnettes, Sotiras und anderer Untersuchungen über die Pest, übersetzt von J. A. Bergk",Erster Band ; Mit illum. Kupfern,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Wilhelm Rein und Comp.,Wilhelm Rein & Comp. ; http://d-nb.info/gnd/1073008118,,1804,1804,"XXI Seiten, 1 ungezählte Seite, 293 Seiten, 1 ungezählte Seite, 15 ungezählte Blätter Bildtafeln",15 Illustrationen,15,,8°,Die Illustrationen sind 15 (teilweise kolorierte) Kupferstich-Illustrationen. - Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 994 ; Röhricht, 1597","Seite [III]-XIV: Vorrede des Übersetzers J. A. Bergk, Datum Leipzig 18.04.1804",,ger,eng,Aus dem Englischen übersetzt,,,,,"Bergk, Johann Adam ; http://d-nb.info/gnd/116132655",,,,,,Reisebericht,,,Reise ; Naher Osten ; Geschichte 1799-1802 ; Türkei ; Syrien ; Ägypten ; Anatolien ; Osmanisches Reich ; Orient,TravelogueD19 Asien Afrika ; TravelogueD19 Orient,,38.H.22.(Vol.1) PRUNK,ZALT,
AC11434962,AC11434962,"9,90044690250603E+017",http://data.onb.ac.at/ABO/%2BZ184034208,Z184034208,"Wittman, William",m,"Travels in Turkey, Asia Minor, Syria, and the desert into Egypt durin the years 1799, 1800, and 1801 ; 1803",,"<<W. Wittmann's der Arzneykunde Doctors>> Reisen in der europäischen Türkey, Kleinasien, Syrien und Aegypten in den Jahren 1799, 1800, 1801 und 1802 $ Nebst Bemerkungen über die Pest und andern in der Türkey herrschenden Krankheiten, wie auch einem meteorologischen Tagebuche. Aus dem Englischen, mit Anmerkungen, und mit Desgenettes, Larrey's, Pagnettes, Sotiras und anderer Untersuchungen über die Pest, übersetzt von J. A. Bergk",Zweiter Band ; Mit Kupfern,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey Wilhelm Rein und Comp.,Wilhelm Rein & Comp. ; http://d-nb.info/gnd/1073008118,,1805,1805,"XII, 347 Seiten, 3 ungezählte Blätter Bildtafeln (zum Teil gefaltet)",3 Illustrationen,3,,8°,Die Illustrationen sind 3 Kupferstich-Illustratione. - Fußnoten ; Tabellen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 994 ; Röhricht, 1597","Seite [III]-VI: Vorrede des Übersetzers J. A. Bergk, Datum Leipzig 28.02.1805",,ger,eng,Aus dem Englischen übersetzt,,,,,"Bergk, Johann Adam ; http://d-nb.info/gnd/116132655",,,,,,Reisebericht,,,Reise ; Naher Osten ; Geschichte 1799-1802 ; Türkei ; Syrien ; Ägypten ; Anatolien ; Osmanisches Reich ; Orient,TravelogueD19 Asien Afrika ; TravelogueD19 Orient,,38.H.22.(Vol.2) PRUNK,ZALT,
AC15312900,AC15312900,"9,95854457440333E+015",http://data.onb.ac.at/ABO/%2BZ169598209,Z169598209,,0,,Interessante Länder- und Völkergemälde,"Jnteressante Länder= und Völkergemälde, oder Schilderung neu untersuchter Länder, Völker und Städte, anziehender Naturmerkwürdigkeiten, Kunstwerke und Ruinen $ Nach den neuesten Reiseberichten bearbeitet von J. B. Schütz",Sechstes Bändchen ; Mit zwey Kupfern,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Im Verlage bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1809,1809,"131 Seiten, 2 ungezählte Blätter Bildtafel",2 Illustrationen,2,,8°,2 Kupferstiche (gestochen von J. Blaschke),"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Die Zusammenstellung enthält einen Auszug aus Paul-Ange-Louis de Gardane's ""Journal d'un voyage dans la Turquie d'Asie et la Perse, fait en 1807 et 1808"", eine Bearbeitung eines Teiles von Alexandre de Laborde's ""Voyage pittoresque et historique de l'Espagne"", einen Auszug aus Conrad Malte-Brun's ""Annales des Voyages"", einen Auszug aus Balthasar von Campenhausen's ""Bemerkungen über Rußland"", ein bearbeiteter Auszug von George Heriot's ""Voyage through the Canadas""",,,ger,,,,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252 .- Gardane, Paul-Ange-Louis <<de>> ; http://d-nb.info/gnd/100140548 .- Campenhausen, Balthasar <<von>> ; http://d-nb.info/gnd/128823364",m ; m ; m,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252",,,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252","Blaschke, János ; http://d-nb.info/gnd/116200170",,,,,"Gardane, Paul-Ange-Louis de ; Journal d'un voyage dans la Turquie d'Asie et la Perse, fait en 1807 et 1808 .- Laborde, Alexandre de ; Voyage pittoresque et historique de l'Espagne .- Malte-Brun, Conrad ; Annales des voyages de la géographie et de l'histoire ou collection des voyages nouveaux .- Heriot, George ; Voyage through the Canadas .- Campenhausen, Balthasar <<von>> ; Bemerkungen über Rußland","Reise ; Gardane, Paul-Ange-Louis <<de>> ; Osmanisches Reich ; Persien ; 1807-1808 ; Reise ; Laborde, Alexandre <<de>> ; Spanien ; 1800-1801 ; Reise ; Heriot, George ; Kanada ; Amerika Nordost ; Geschichte 1792- ; ",TravelogueD19 Nordamerika Asien Europa ; TravelogueD19 Orient,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren (Bearbeitungen und Auszüge),62.M.118.(Vol.6) PRUNK,ZALT,
AC15312879,AC15312879,"9,95854457460333E+015",http://data.onb.ac.at/ABO/%2BZ169598106,Z169598106,,0,,Interessante Länder- und Völkergemälde,"Jnteressante Länder= und Völkergemälde, oder Schilderung neu untersuchter Länder, Völker und Städte, anziehender Naturmerkwürdigkeiten, Kunstwerke und Ruinen $ Nach den neuesten Reiseberichten bearbeitet von J. B. Schütz",Viertes Bändchen,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jm Verlage bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1809,1809,"128 Seiten, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,2,,8°,2 Kupferstiche (gestochen von J. Blaschke),Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Enthält eine Abhandlung von F. J. Valtiner ""Über die ägyptischen Pyramiden"", eine Bearbeitung von einem Beitrag J. B. Fressange's (?) in den von Malte-Brun herausgegeben ""Annales des voyages de la géographie et de l'histoire ou collection des voyages nouveaux"", ""Gemälde der Fürstethümer Moldau und Walachey"", basierend auf Thomas Thornton's ""Present state of Turkey"" und Balthasar von Campenhausen's ""Bemerkungen über Rußland"" und weiteren Auszügen aus Malte-Brun's ""Annales des voyages"" in Übersetzung",,ger,,,,"Valtiner, F. J. .- Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252",m ; m,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252",,,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252","Blaschke, János ; http://d-nb.info/gnd/116200170",,,,,"Campenhausen, Balthasar <<von>> ; Bemerkungen über Rußland .- Thornton, Thomas ; Present state of Turkey .- Valtiner, F. J. ; Über die ägyptischen Pyramiden .- Annales des voyages de la géographie et de l'histoire ou collection des voyages nouveaux",Osmanisches Reich ; Ägypten ; Russland ; Pyramiden ,TravelogueD19 Afrika Europa Asien ; TravelogueD19 Orient,,62.M.118.(Vol.4) PRUNK,ZALT,
AC15312871,AC15312871,"9,95854457470333E+015",http://data.onb.ac.at/ABO/%2BZ169598106,Z169598106,,0,,Interessante Länder- und Völkergemälde,"Jnteressante Länder= und Völkergemälde, oder Schilderung neu untersuchter Länder, Völker und Städte, anziehender Naturmerkwürdigkeiten, Kunstwerke und Ruinen $ Nach den neuesten Reiseberichten bearbeitet von J. B. Schütz",Drittes  Bändchen,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jm Verlage bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1809,1809,"127 Seiten, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,2,,8°,2 Kupferstiche (gestochen von J. Blaschke),Bibliografischer Nachweis. Bibliografie Reiseliteratur Eutin,"Enthält ""Uber die Völker, welche Erde essen"" basierend auf Beiträgen zu den ""Annales des voyages, de la géographie et de l'histoire ou collection des voyages nouveaux"" herausgegeben von Conrad Malte-Brun, eine Bearbeitung von Eduard Scott Waring's ""A tour to Sheeraz"", Venture's ""Memoire pour servir à l'Histoire des Druses"" aus den von Malte-Brun herausgegeben ""Annales des voyages, de la géographie et de l'histoire ou collection des voyages nouveaux"" als übersetzter Auszug, einen übersetzten Auszug aus Louis Ange Pitou's ""Voyage a Cayenne, dans les deux Amériques et chez les Antropophages"", ein übersetzter Auszug aus einer Vortrag von B. Palisot Beauvais, ein übersetzter Auszug aus F. Depons ""Voyage a  la partie orientale de la Terre ferme dans l'Amerique meridionale fait pendant les années 1801-1804""",,ger,,,,"Pitou, Louis Ange ; http://d-nb.info/gnd/128521457 .- Pons, F. J. <<de>> ; http://d-nb.info/gnd/172311403 .- Palisot de Beauvois, Ambroise Marie F... J... ; http://d-nb.info/gnd/11768001X .- Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252 .- Venture, ...",m ; m ; m ; m ; m,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252",,,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252","Blaschke, János ; http://d-nb.info/gnd/116200170",,,,,"Pitou, Louis Ange ; Voyage a Cayenne, dans les deux Amériques et chez les Antropophages .- Pons, F. J. ; Reise ; Waring, Edward Scott ; Iran ; Geschichte 1802- ; Reise ; Pitou, Louis Ange ; Cayenne ; Französisch-Guayana ; Geschichte 1800 circa ; Reise ; Pons, F. J. <<de>> ; Südamerika ; Geschichte 1801-1804 .- Annales des voyages, de la géographie et de l'histoire ou collection des voyages nouveaux .- Waring, Edward ; <<A>> tour to Sheeraz .- Venture, ... ; Memoire pour servir à l'Histoire des Druses","Reise ; Waring, Edward Scott ; Iran ; Geschichte 1802- ; Reise ; Pitou, Louis Ange ; Cayenne ; Französisch-Guayana ; Geschichte 1800 circa ; Reise ; Pons, F. J. <<de>> ; Südamerika ; Geschichte 1801-1804",TravelogueD19 Asien Südamerika ; TravelogueD19 Orient,,62.M.118.(Vol.3) PRUNK,ZALT,
AC15312865,AC15312865,"9,95854457480333E+015",http://data.onb.ac.at/ABO/%2BZ169598003,Z169598003,,0,,Interessante Länder- und Völkergemälde,"Jnteressante Länder= und Völkergemälde, oder Schilderung neu untersuchter Länder, Völker und Städte, anziehender Naturmerkwürdigkeiten, Kunstwerke und Ruinen $ Nach den neuesten Reiseberichten bearbeitet von J. B. Schütz",Zweytes Bändchen,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jm Verlage bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1809,1809,"131 Seiten, 2 ungezählte Blätter",2 Illustrationen,2,,8°,2 Kupferstiche (gestochen von J. Blaschke),"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. -  Enthält übersetzte Auszüge aus François Péron's ""Voyage de découvertes aux terres Australes"", ""Ueber die Montenegriner"" basierend auf Nicolo Ivellio's ""il Monte nero"", Pouqueville's ""Voyage en Morée, à Constantinople, en Albanie et dans plusieurs autres parties de l'Empire Othoman pendant les années 1798, 1799, 1800 et 1801"", ein übersetzter Auszug aus Philip Beaver's ""African memoranda"", ""Nachrichten über die Beetjuanas"" aus John Barrow's Bericht über die Expedition von Johannes Petrus Truter und William Somerville, Hinrich Lichtenstein's ""Ueber die Beetjuanas. Als Nachtrag und Berichtigung zu Barrows Auszug aus Trüters Tagebuch einer Reise zu den Buschwanas"" aus den Allgemeinen Geographischen Ephemeriden, Band XXIII (1807)",,,ger,,,,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252 .- Beaver, Philip ; http://d-nb.info/gnd/123027608 .- Lichtenstein, Hinrich ; http://d-nb.info/gnd/100190014",m ; m ; m,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252",,,"Schütz, Joseph Baptist ; http://d-nb.info/gnd/1034766252","Blaschke, János ; http://d-nb.info/gnd/116200170",,,,,"Pouqueville, François-Charles-Hugues ; Voyage en Morée, à Constantinople, en Albanie et dans plusieurs autres parties de l'mpire Othoman pendant les années 1798, 1799, 1800 et 1801 .- Barrow, John ; An account of a journey to Leetakoo, the residence of the chief of the Booshuana nation .- Péron, François ; Voyage de découvertes aux terres Australes .- Lichtenstein, Hinrich ; Ueber die Beetjuanas .- Beaver, Philip ; African memoranda","Entdeckungsreise ; Péron, François ; Baudin, Nicolas ; Australien ; Geschichte 1801- ; Montenegro ; Topografie ; Reise ; Pouqueville, François Charles Hugues Laurent ; Osmanisches Reich ; Peloponnes ; Griechenland ; Albanien ; Geschichte 1798-1801 ; Entdeckungsreise ; Truter, Johannes Petrus ; Somerville, William ; Ostindien ; Geschichte 1801",TravelogueD19 Ozeanien Afrika Europa Asien Orient,,62.M.118.(Vol.2) PRUNK,ZALT,
AC15511421,AC15511421,"9,95857608060333E+015",,,,0,,Allgemeine Reise-Encykloädie in Auszügen aus den größeren bisher erschienenen Reisewerken,"Allgemeine Reise=Encyklopädie  in Auszügen aus den größeren bisher erschienenen Reisewerken zur unterhaltenden Belehrung in der Länder= Völker= und Naturkunde $ Ein Buch für gebildete Leser, für Lehrende und Lernende in allen Ständen. Mit Kupfern und Karten",Erster Band 2tes und 3tes Heft,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bei C. Salfeld,C. Salfeld ; http://d-nb.info/gnd/1128827271,,1810,1810,"X Seiten, Seite 208-404, 6 ungezählte Seiten, 1 ungezählte gefaltetes Blatt Karte, 1 ungezähltes gefaltetes Blatt Bildtafel","1 Illustration, 1 Karte",1,1,8°,"Die Illustrationen sind 1 Kupferstich-Illustration als Frontispiz, 1 Kupferstich-Karte (""Plan von Constantinopel und seinen Umgebungen"", Datum 1810, gestochen von H. Kliewer, Berlin). - Einfache Zierleisten ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 111. -  Enthält 2 Reiseberichte in Auszügen (Bearbeitungen = Expressionen von Werken) und die Kompilation von James Dallaway in Auszügen",,,ger,eng ; ger ; swe,Enthält Expression von aus dem Englischen und Schwedischen übersetzten Werken,,"Wadström, Carl Bernhard ; http://d-nb.info/gnd/124346936 .- Hoffmannsegg, Johann Centurius <<von>> ; http://d-nb.info/gnd/116942630 .- Dallaway, James ; http://d-nb.info/gnd/127696970",m ; m ; m,"Bratring, Friedrich Wilhelm August ; http://d-nb.info/gnd/116409398",,,,"Kliewer, Heinrich ; http://d-nb.info/gnd/123967023",,,Reisebericht,,"Wadström, Carl Bernhard ; Reise von Stockholm durch Dänemark, Deutschland und Frankreich nach den Senegal-Ländern in Afrika, in den Jahren 1787 und 1788 .- Hoffmannsegg, Johann Centurius <<von>> ; Reise des Grafen von Hofmannsegg in einige Gegenden von Ungarn bis an die türkische Gränze .- Dallaway, James ; Constantinople, Ancient and Modern ; http://viaf.org/viaf/308654732","Reise ; Skandinavien ; Deutschland ; Frankreich ; Maghreb ; Nordafrika ; Senegal ; Wadström, Carl Bernhard ; Geschichte 1787-1788 ; Reise ; Osteuropa ; Schlesien ; Böhmen ; Mähren ; Ungarn ; Hoffmannsegg, Johann Centurius <<von>> ; Geschichte 1793-1794 ; Konstantinopel ; Osmanisches Reich ; Landeskunde",TravelogueD19 Asien Europa Afrika ; TravelogueD19 Orient,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren (Übersetzungen in Auszügen),"251908-B.1,2 MAG",ZFID,
