Spalte1,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC03115112,AC03115112,990004457180603338,http://data.onb.ac.at/ABO/%2BZ42125201,Z42125201,"Jackson, John ; http://d-nb.info/gnd/100288332",Journey from India towards England in the year 1797,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Siebenzehnter Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Fünfter Band,"<<John Jackson's, Esq.>> Landreise aus Ostindien nach Europa, $ unternommen im Jahre 1797 auf einem wenig besuchten und wenig bekannten Wege, durch die asiatische und europäische Türkey, Siebenbürgen, Ungarn und Teutschland . Auszugsweise aus dem Englischen übersetzt. Mit einer Karte. L. Degrandprés Reise nach der westlichen Küste von Afrika, oder dem Königreiche Loango, in den Jahren 1786 und 1787. Aus dem Französischen übersetzt und mit Anmerkungen versehen von M. C. Sprengel. Mit 4 Kupfern und 1 Karte",,,Berlin und Hamburg [das heißt Wien?],Wien ; http://d-nb.info/gnd/4066009-6,,,,,1804,1804,"7 ungezählte Seiten, X, 300 Seiten, 4 ungezählte Blätter Bildtafeln, 2 ungezählte gefaltete Blätter Karten","4 Illustrationen, 2 Karten",4,2,8°,4 Kupferstichillustrationen und 2 gestochene Karten. - Fußnoten,"Bibliografischer Nachweis: NUCPRE56, 274/681; Fromm, 11533 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0473. - Verlagsort gemäß BRE Wien",Seite [III]-X: Vorbericht des Übersetzers T. F. Ehrmann,,ger,eng ; fre,Aus dem Englischen und Französischen übersetzt,,"Grandpré, Louis <<de>> ; http://d-nb.info/gnd/11755345X",,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337","Sprengel, Matthias Christian ; http://d-nb.info/gnd/117486701",,"Withalm, Andreas ; http://d-nb.info/gnd/130493414",,,Reisebericht,,"Grandpré, Louis <<de>> ; Voyage à la còte occidentale d'Afrique fait dans les années 1786 et 1787","Reise ; Indien ; Naher Osten ; Geschichte 1797 ; Iran ; Osmanisches Reich ; Reise ; Afrika ; Westküste ; Geschichte 1786-1787 ; Grandpré, Louis <<de>>",TravelogueD19 Asien Europa Afrika ; TravelogueD19 Orient,,681059-B.17 MAG .- UNASSIGNED .- UNASSIGNED,ZKAR ; ZKAR ; ZKAR,
AC03759505,AC03759505,990005710720603338,http://data.onb.ac.at/ABO/%2BZ56371905,Z56371905,"Michaux, François André ; http://d-nb.info/gnd/104292350","Voyage à l'Ouest des Monts Alléghanys, dans les Etats de l'Ohio, du Kentucky et du Tennessee, et retour à Charleston par les Hautes-Carolines","Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde ; Siebzehnter Band, [2]","<<F. A. Michaux's, M. D. Mitglieds der Naturhistorischen Gesellschaft zu Paris, Korrespondenten der Ackerbau=Gesellschaft des Dept. der Seine und Oise u.s.w.>> Reise in das Jnnere der Nordamerikanischen Freistaaten, westwärts der Alleghany=Gebirge $ Aus dem Französischen. Mit einigen Zusätzen und Anmerkungen herausgegeben von T. F. Ehrmann. Mit einer Charte",,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des F. S. priv. Landes=Industrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1805,1805,"XIV, 250 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,"1 Kupferstich-Karte (Neue Charte von den Mittleren, Westlichen und Südlichen Ländern der Nord-Americanischen Freistaaten. Gezeichnet von Dupuis, Sohn. Weimar, im Verlage des Geograph. Instituts 1805)",Bibliografischer Nachweis: Fromm 17608; Sabin 48707 ; Bibliografie Reiseliteratur Eutin,,,ger,fre,Aus dem Französischen übersetzt,,,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337",,,,,,,Reisebericht,,,USA ; Landeskunde ; USA ; Reisebericht 1801-1803,TravelogueD19 Nordamerika,,"187672-B.17,2 MAG .- UNASSIGNED",ZKAR ; ZKAR,
AC02311004,AC02311004,990000494910603338,http://data.onb.ac.at/ABO/%2BZ24403800,Z24403800,"Forster, Georg ; http://d-nb.info/gnd/118534416",,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Achtzehnter Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Sechster Band,"Jean François de Surville's Reise in das Südmeer, $ aus den vier vollständigen Tagebüchern der Herren de Surville, Labo, Pottier, de l'Harme und Monneron übersetzt und mit Anmerkungen begleitet von Georg Forster, nebst G. Jmlay's Nachrichten von dem westlichen Lande der Nord=Americanischen Freystaaten, und einer Schilderung der Gesetze und der Regierung des Staates Kentucky. Aus dem Englischen übersetzt, mit vielen Anmerkungen und Bestimmungen der natürlichen produkte von E. A. W. von Zimmermann",,Neue Ausgabe,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Bey B. Ph. Bauer,"Bauer, Bernhard Philipp ; http://d-nb.info/gnd/1037495934","Bauer, Bernhard Philipp ; http://d-nb.info/gnd/1037495934",1815,1815,"XVIII, 489 Seiten, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,2,,8°,Die Illustrationen sind 2 Kupferstich-Illustrationen. - Zierleisten ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Die Bearbeitung Georg Forsters basiert auf Charles Pierre Claret de Fleurieu's ""Découvertes des François en 1768 et 1769 dans le Sudest de la Nouvelle Guinée"" und den Tagebüchers des Pierre Monneron in der Ausgabe von de la Borde's ""Histoire abrégée de la mer du Sud""","Seite VII-XVIII: Vorrede von Georg Forster, Datum 01.10.1792",,ger,fre ; eng,Enthält Expression von einem aus dem Englischen übersetzten Werk,,"Imlay, Gilbert ; http://d-nb.info/gnd/136206131",,"Zimmermann, Eberhard August Wilhelm <<von>> ; http://d-nb.info/gnd/11882435X",,,,,,,,"Labord, Jean-Benjamin ; Histoire abrégée de la mer du Sud .- Fleurieu, Charles Pierre Claret <<de>> ; Découvertes des François en 1768 et 1769 dans le Sudest de la Nouvelle Guinée .- Imlay, Gilbert ; <<A>> topographical description of the Western Territory of North America","Ozeanien ; Entdeckungsreise ; Geschichte 1769-1770 ; Surville, Jean François <<de>> ; Monneron, Paul ; Labé, Guillaume ; Pottier de l'Horme, Jean ; Reise ; Nordamerika ; USA ; Imlay, Gilbert ; Geschichte -1786",TravelogueD19 Nordamerika Ozeanien,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren,303778-B.18 MAG,ZKAR,
AC03321241,AC03321241,990004855210603338,http://data.onb.ac.at/ABO/%2BZ49554804,Z49554804,"Golbéry, Sylvain Meinrad Xavier <<de>> ; http://d-nb.info/gnd/117548758","Fragmens d'un voyage en Afrique fait pendant les années 1785, 1786 et 1787 ; 1802",Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Achtzehnter Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Sechster Band,"<<Silv. Meinr. Xav. Golberry's>> Reise durch das westliche Afrika, in den Jahren 1785, 1786 und 1787 $ Aus dem Französischen mit Anmerkungen übersetzt von J. A. Bergk",,,Berlin und Hamburg [das heißt Wien?],Wien ; http://d-nb.info/gnd/4066009-6,,,,,1804,1804,"4 ungezählte Seiten, VI Seiten, Seite 8 - 442, 4 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Karte","4 Illustrationen, 1 Karte",4,1,8°,"Die Illustrationen sind 4 Kupferstich-Illustrationen, 1 Kupferstich-Karte. - Zierleisten ; Fußnoten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Verlagsort gemäß BRE Wien,,,ger,fre,Aus dem Französischen übersetzt,,,,"Bergk, Johann Adam ; http://d-nb.info/gnd/116132655",,,,,,Reisebericht,,,Westafrika ; Reisebericht 1785-1787 ; Forschungsreise ; Westafrika ; Senegal-Gebiet ; Geschichte 1785-1787,TravelogueD19 Afrika,,681059-B.18 MAG .- UNASSIGNED,ZKAR ; ZKAR,
AC08421087,AC08421087,990037627100603338,http://data.onb.ac.at/ABO/%2BZ138806200,Z138806200,"Broughton, William Robert ; http://d-nb.info/gnd/124758487",<<A>> voyage of discovery to the North Pacific Ocean,Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde / hrsg. von M. C. Sprengel [fortges. von T. F. Ehrmann] ; Neunzehnter Band,"<<Will. Rob. Broughton's Befehlshabers der Kön. Großbritt. Kriegschaluppe Providence und ihres Beischiffs>> Entdeckungsreise in das Stille Meer, und vorzüglich nach der Nordküste von Asien, gethan in den Jahren 1795, 1796, 1797 und 1798 $ Aus dem Englischen. Mit einigen Anmerkungen abgekürzt herausgegeben von Theophil Friedrich Ehrmann. Mit einer Charte und einem Kupfer",,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Geographisches Institut zu Weimar ; http://d-nb.info/gnd/1055521-3 .- Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1805,1805,"XX, 352 Seiten, 1 ungezähltes gefaltetes Blatt Karte, 4 ungezählte Seiten, 92 Seiten, 1 ungezähltes Blatt Bildtafel, VIII, 64 Seiten, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 2 Karten",1,2,8°,1 Kupferstich-Illustration und 2 Kufperstich-Karten. - Zierleisten im Text ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Seite [III]-VI: Vorerinnerung des Herausgeber T. F. Ehrmann,Literaturangaben,ger,eng,Aus dem Französischen übersetzt,,"Papon, S. .- R***, J.","Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337",,,,"Kaiser, Friedrich ; http://d-nb.info/gnd/138045267",,,Reisebericht,,"Papon, S. ; Voyage dans le Département des Alpes maritimes, avec la description de la ville et du terroir de Nice, de Menton, de Monaco .- R***, J. ; Voyage à la Martinique. Vues et Observations politiques sur cette Isle, avec un Apperçu de ses productions végétables et animales",Pazifischer Ozean ; Forschungsreise ; Geschichte 1795-1798 ; Reisebericht ; Asien ; Forschungsreise ; Geschichte 1795-1798 ; Côte d'Azur ; Departement Alpes-Maritimes ; Reisebericht ; Martinique ; Landeskunde,TravelogueD19 Europa Afrika Asien,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren,187672-B.19 MAG .- UNASSIGNED .- UNASSIGNED,ZKAR ; ZKAR ; ZKAR,
AC02358967,AC02358967,990000494920603338,http://data.onb.ac.at/ABO/%2BZ24429205,Z24429205,"Durand, Jean Baptiste Léonard ; http://d-nb.info/gnd/117663719",Voyage au Sénégal ; http://viaf.org/viaf/314778913,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Zwanzigster Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Achter Band,"<<J. B. L. Durand's, vormahligen Handelsdirektors am Senegal,>> Reise nach den Senegal=Ländern, in einem gedrängten Auszuge $ Nebst Lamiral's Wasser= und Rubault's Landreise nach Galam. Mit 2 Kupfern und einer Karte. G. Lajaille's Reise nach Senegal in den Jahren 1784 und 1787",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Kommission bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1804,1804,"4 ungezählte Seiten, VI, 414 Seiten, 2 ungezählte Seiten, 3 ungezählte Blätter Bildtafeln, 3 ungezählte gefaltete Blätter Karten","3 Illustrationen, 3 Karten",3,3,8°,"Die Illustrationen sind 3 Kupferstich-Illustrationen, 3 gestochene Karten","Bibliografischer Nachweis: vgl. Fromm 8359, 13951, 13527 (jeweils and. Ausg.) ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 264 (Lajaille), S. 110 (Durand), S. 263 (Labarthe)",Seite III-VI: Vorerinnerung der Herausgeber,,ger,fre,Aus dem Französischen übersetzt,,"Lajaille, André Charles <<de>> ; http://d-nb.info/gnd/100832547 .- Labarthe, Pierre ; http://d-nb.info/gnd/117571261",,,,,,,,Reisebericht,,"Lajaille, André Charles <<de>> ; Voyage au Sénégal pendant les années 1784 et 1785 .- Labarthe, Pierre ; Voyage à la côte de Guinée","Senegambien ; Reisebericht 1786 ; Senegal ; Reisebericht 1787 ; Westafrika ; Küste ; Reisebericht 1803 ; Forschungsreise ; Westafrika ; Senegal-Gebiet ; Durand, Jean Baptiste Léonard ; Geschichte 1786 ; Forschungsreise ; Westafrika ; Senegal-Gebiet ; Lajaille, André Charles <<de>> ; Geschichte 1784-1787 ; Forschungsreise ; Westafrika ; Labarthe, Pierre ; Guinea ; Geschichte 1803",TravelogueD19 Afrika,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren (Übersetzungen),303778-B.20 MAG,ZKAR,
AC10433779,AC10433779,990036023540603338,,,"Weld, Isaac ; http://d-nb.info/gnd/133328910",,Magazin von merkwürdigen neuen Reisebeschreibungen ; Zwanzigster Band,"<<Jsaac Weld's des Jüngeren>> Reisen durch die Staaten von Nordamerika, und die Provinzen Ober= und Nieder=Canada während den Jahren 1795, 1796 und 1797 $ Aus dem Englischen übersetzt",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,In der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1800,1800,"IV, 536 Seiten, 5 gefaltete ungezählte Blätter","2 Illustrationen, 3 Karten",2,3,8°,"Die Illustrationen sind 2 Kupferstich-Illustrationen, 1 Kupferstich-karte (""A New Map Of Upper & Lower Canada"", gestochen von C. Jättnig), 1 Kupferstich-Karte (""Part of the United States of North America"", gestochen von Carl Jättnig, Datum Berlin 1800). - Fußnoten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; K10Plus: 1431390488,,,ger,eng,Aus dem Englischen übersetzt,,,,,,,"Jättnig, Karl ; http://d-nb.info/gnd/131710796",,,Reisebericht,,,USA ; Reise ; Geschichte 1795-1797 ; Kanada ; Reise ; Geschichte 1795-1797,TravelogueD19 Nordamerika,,393869-B.20 MAG,ZKAR,
AC03114758,AC03114758,990004456770603338,http://data.onb.ac.at/ABO/%2BZ42125006,Z42125006,"Rochon, Alexis ; http://d-nb.info/gnd/117533777","Voyage à Madagascar, à Maroc et aux Indes Orientales ; 1801-1802",Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Ein und zwanzigster Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Neunter Band,"<<A. Rochons franz. Marine=Astronoms zu Brest,>> Reise nach Maroko und Jndien $ Aus dem Französischen im Auszuge übersetzt. Mit einer Karte. J. B. Bory de St. Vincents, französischen Offiziers, Reise nach den Kanarien-Inseln. Aus dem Französischen übersetzt von Theophil Friedrich Ehrmann",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Kommission bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1805,1805,"4 ungezählte Seiten, IV Seiten, Seite 6-391, 1 ungezähltes Blatt Bildtafel, 4 ungezählte gefaltete Blätter","2 Illustrationen, 3 Karten",2,3,8°,"2 Kupferstich-Illustrationen, 3 Kupferstich-Karten","Bibliografischer Nachweis: Fromm 22166 u. 3675 ; Kainbacher, Erforschung Afrikas, 386 (Rochon), 57 (Bory de Saint-Vincent)","Seite III-IV: Vorerinnerung des Herausgebers. - Seite 133-134: Vorrede des Herausgebers, Datum Weimar 04.1804",,ger,fre,In Fraktur ; Aus dem Französischen übersetzt,,"Bory de Saint-Vincent, Jean-Baptiste Geneviève Marcellin ; http://d-nb.info/gnd/100050395",,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337",,,,,,Reisebericht,,"Bory de Saint-Vincent, Jean-Baptiste Geneviève Marcellin ; Essais sur les isles Fortunées et l'antique Atlantide ou, Précis de l'histoire générale de l'archipel des Canaries",Mauritius ; Geschichte 1767-1773 ; Reise ; Marokko ; Indien ; Kanarische Inseln ; Reise ; Geschichte 1799-1800 ca.,TravelogueD19 Afrika,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren (Übersetzungen),303778-B.21 MAG .- UNASSIGNED,ZKAR ; ZKAR,
AC05834645,AC05834645,990011527320603338,http://data.onb.ac.at/ABO/%2BZ62784609,Z62784609,"Dallas, Robert Charles ; http://d-nb.info/gnd/132784750",<<The>> history of the Maroons,"Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde ; Zwei und zwangister Band, [1]","<<R. C. Dallas, Esq.>> Geschichte der Maronen=Negern auf Jamaika $ nebst einer Schilderung des vormaligen und jetzigen Zustandes dieser Jnsel $ Herausgegeben von T. F. Ehrmann",,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des F. S. priv. Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Geographisches Institut zu Weimar ; http://d-nb.info/gnd/1055521-3 .- Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1805,1805,"XII, 356 Seiten, 2 ungezählte gefaltete Blätter",1 Karte,,1,8°,Bibliografischer Nachweis: Sabin 18323 ; Bibliografie Reiseliteratur Eutin,1 Kupferstich-Karte. - Fußnoten ; Tabellen ; Zierleisten im Text,,,ger,eng,Aus dem englischen übersetzt ; Aus dem Englischen übersetzt,,,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337",,,,,,,Reisebericht,,,Jamaika ; Geschichte ; Landeskunde ; Westindien ; Geschichte ; Landeskunde,TravelogueD19 Nordamerika,,"187672-B.22,1 MAG .- UNASSIGNED .- UNASSIGNED",ZKAR ; ZKAR ; ZKAR,
AC01651993,AC01651993,990000494940603338,http://data.onb.ac.at/ABO/%2BZ21378703,Z21378703,"Barrow, John ; http://d-nb.info/gnd/117583065",Travels in China,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Drei und zwanzigster Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Eilfter Band,"<<John Barrow's, Esqs.vornmahligem Privatsekretärs des Grafen von Macartney, jetzigen Sekretärs der Admiralität,>> Reise durch China von Peking nach Canton im Gefolge der Großbrittanischen Gesandtschaft in den Jahren 1793 und 1794 $ Aus dem Englischen übersetzt und mit einigen Anmerkungen begleitet von Johann Christian Hüttner, Herausgeber der Englischen Miscellen, und Begleiter des Gesandtschafts=Sekretärs Sir Staunton auf der gedachten Gesandtschaftsreise nach China",Erster Theil,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Kommission bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1805,1805,"6 ungezählte Seiten, 355 Seiten, 6 ungezählte Blätter (zum Teil gefaltet)","7 Illustrationen, 1 Karte, 1 Notebeispiel",7,1,8°,"Die Illustrationen sind 2 Kufperstich-Porträts, 1 Kupferstich-Plan, 4 Illustrationen im Text, 1 Notenbeispiel, 2 Schriftbeispiele, 1 Kupferstich-Karte. - Fußnoten","Nachdruck der Ausgabe Weimar, Landes-Industrie-Comptoir, 1804",,,ger,eng,Aus dem Englischen übersetzt,,,,"Hüttner, Johann Christian ; http://d-nb.info/gnd/117053759","Hüttner, Johann Christian ; http://d-nb.info/gnd/117053759",,,,,Reisebericht,,,China ; Reisebericht ; Gesandtschaft ; Großbritannien ; China ; Geschichte 1793-1794,TravelogueD19 Asien,,303778-B.23 MAG,ZKAR,
AC09793329,AC09793329,990029482100603338,http://data.onb.ac.at/ABO/%2BZ258872607,Z258872607,"Crèvecoeur, Michel Guillaume Jean <<de>> ; http://d-nb.info/gnd/119137321",Voyage dans la haute Pensylvanie et dans l'état de New York ; 1801,Magazin von merkwürdigen neuen Reisebeschreibungen ; Drei und zwanzigster Band,"Reise in Ober=Pensylvanien und im Staate Neu-York, $ von einem adoptirten Mitgliede der Onéïda=Nation. Herausgegeben von dem Verfasser der Briefe eines amerikanischen Landwirthes. Aus dem Französischen übersetzt und mit Anmerkungen begleitet von Dieterich Tiedemann, Fürstlich=Hessischen Hofrath, und Professor der Philosophie in Marburg",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1802,1802,"XIV, 472 Seiten,  2 ungezählte Blätter Bildtafeln",2 Illustrationen,2,,8°,Die Illustrationen sind 2 Kupferstich-Illustrationen,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Verfasser Michel Guillaume Jean de Crèvecoeur bibliografisch ermittelt,Seite [IV]-XIV: Vorrede,,ger,fre,Aus dem Französischen übersetzt,,,,"Tiedemann, Dieterich ; http://d-nb.info/gnd/117376280",,,,,,,,,New York ; Reise ; Pennsylvania ; Geschichte 1759- ; Auswanderer ; Nordamerika ; Geschichte 1759-,TravelogueD19 Nordamerika,,393869-B.23 MAG,ZKAR,
AC01651994,AC01651994,990000494950603338,http://data.onb.ac.at/ABO/%2BZ21378806,Z21378806,"Barrow, John ; http://d-nb.info/gnd/117583065",Travels in China,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Vier und zwanzigster Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Zwölfter Band,"<<John Barrow's, Esqs.vornmahligem Privatsekretärs des Grafen von Macartney, jetzigen Sekretärs der Admiralität,>> Reise durch China von Peking nach Canton im Gefolge der Großbrittanischen Gesandtschaft in den Jahren 1793 und 1794 $ Aus dem Englischen übersetzt und mit einigen Anmerkungen begleitet von Johann Christian Hüttner, Herausgeber der Englischen Miscellen, und Begleiter des Gesandtschafts=Sekretärs Sir Staunton auf der gedachten Gesandtschaftsreise nach China",Zweyter Theil ; Nebst Beyträgen zur Länder= und Staatenkunde der Tartarey. Aus Russischen Berichten. Mit zwey Kupfern und einer Karte,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Kommission bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1805,1805,"6 ungezählte Seiten, 367 Seiten, 2 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Karte","2 Illustrationen, 1 Karte",2,1,8°,"Die Illustrationen sind 2 Kupferstich-Illustrationen (gestochen von János Blaschke), 1 Kupferstich-Karte (""Neu berichtigte Charte von dem Lande der Kirgisen von der Grossen Horde und der südlich angräntzenden Völker""). - Fußnoten","Nachdruck der Ausgabe Weimar, Landes-Industrie-Comptoir, 1804",,,ger,eng,Aus dem Englischen übersetzt,,,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337","Hüttner, Johann Christian ; http://d-nb.info/gnd/117053759",,,"Blaschke, János ; http://d-nb.info/gnd/116200170",,,Reisebericht,,,China ; Reisebericht 1793-1794 ; Zentralasien ; Reisebericht,TravelogueD19 Asien,,303778-B.24 MAG,ZKAR,
AC02024134,AC02024134,990000494890603338,http://data.onb.ac.at/ABO/%2BZ2589170X,Z2589170X,"Turnbull, John ; http://d-nb.info/gnd/123404827",<<A>> voyage round the world in the years 1800-1804 ; 1805,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Fünf und zwangister Band .- Magazin der neuesten und interessantesten Reisebeschreibungen ; Erster Band,"<<John Turnbull's>> Reise um die Welt in den Jahren 1800 bis 1804 $ Nebst einer genauen Schilderung der englischen Verbrecher=Kolonien in Neu=Holland, und der Societäts= und Sandwich=Jnseln in ihrem gegenwärtigen Zustande. Aus dem Englischen Mit 2 Kupfern und 1 Karte",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Kommission bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1806,1806,"8 ungezählte Seiten, 436 Seiten, 4 ungezählte Seiten, 2 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Karte","2 Illustrationen, 1 Karte",2,1,8°,"Die Illustrationen sind 2 Kupferstich-Illustrationen, 1 Kupferstich-Karte (""Karte zu Turnbulls Reise um die Welt""). - Zierleisten im Text ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 1086. - Nachdruck der Ausgabe Hamburg: Campe, 1804",,,ger,eng,Aus dem Englischen übersetzt,,,,,,,,,,,,,Weltreise ; Reisebericht 1800-1804 ; Weltreise ; Schiffsreise ; Australien ; Ozeanien ; Atlantik ; Südafrika ; Brasilien ; Geschichte 1800-1804,TravelogueD19 Ozeanien Südamerika  Afrika,,303778-B.25 MAG,ZKAR,
AC03660770,AC03660770,990005524480603338,http://data.onb.ac.at/ABO/%2BZ56325300,Z56325300,"Bory de Saint-Vincent, Jean-Baptiste Geneviève Marcellin ; http://d-nb.info/gnd/100050395",Voyage dans les quatre principales îles des mers d'Afrique ; http://viaf.org/viaf/185460096,Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde ; Fünf und zwanzigster Band,"<<Bory's de St. Vincent, Franz. Offiziers vom Generalstabe, Ober=Naturalisten auf der Korvette, der Naturalist bei der Entdeckungs=Expedition unter Kapt. Baudin>> Reise nach den Maskarenischen oder Französisch Afrikanischen Inseln Ile de France und Bourbon, in den Jahren 1801 und 1802 $ nebst Beschreibung seiner Reisen nach dem Vulkan auf der Insel Bourbon $ Aus dem Französischen Auszugsweise übersetzt  [von T. F. Ehrmann]. Mit zwei Charten",,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des F. S. priv. Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0 .- Geographisches Institut zu Weimar ; http://d-nb.info/gnd/1055521-3,1805,1805,"X, 676 Seiten, 2 ungezählte gefaltete Blätter Karten",2 Karten,,2,8°,"2 gestochene Karten (Datum Weimar, 1805)","Bibliografischer Nachweis: Henze I, 304",Seite III-VI: Vorerinnerung des Herausgebers Th. F. Ehrmann,,ger,fre,Aus dem Französischen übersetzt,,,,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337",,,,,,Reisebericht,,,Maskarenen ; Reise ; Geschichte 1801-1802,TravelogueD19 Afrika,,187672-B.25 MAG .- UNASSIGNED .- UNASSIGNED,ZKAR ; ZKAR ; ZKAR,
