Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Illustrationen not dig,Foldouts,Foldouts not dig,Karten not dig,Kommentar,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC09810893,990029661870603338,http://data.onb.ac.at/ABO/%2BZ253385305,Z253385305,,,,Fernere Fortsetzung Des Königlich=Spanischen Reiß=Diarii. Darinnen Jhrer Königlichen Majestät Caroli III. Glückliche Ankunfft und Auffenthalt in Haag/ $ wie auch Dero Ubersetzung in Engelland und alldasige Verbleibung/ endlich Dero Fortseeglung und Anländung in Portugall/  Von Tag zu Tag auffs fleissigste auffgezeichnet befindlich; Benebens unterschiedlichen höchstgedachter Jhrer Königl. Maj. zu Dero beglückten Reise unterthängigst überreichten Glückwünschungs=Red= und Gedichten. Jnsonderheit Jst auch beygedruckt zu sehen/ das von höchstgedächter Jhrer Kön. Majest. wegen Dero Anzugs/ in Hispanien offentlich außgegebenes Manifest,,,Wienn,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,zu finden im rothen Ygel [das heißt Johann Baptist Schönwetter],"Schönwetter, Johann Baptist ; http://d-nb.info/gnd/1013724860","Schönwetter, Johann Baptist ; http://d-nb.info/gnd/1013724860",1704,1704,"36, 15 ungezählte Blätter",,,,0,0,0,0,0,4°,,,,,ger,,,,,,,"Hornius, G.",,,,,,"Relation Dessen, was sich bey der Abreiß Ihrer Königl. Majest. von Spanien auß Holland, deren Anländung in Engelland und dortigen Empfang zugetragen",,Karl ; Reise ; Niederlande ; Geschichte 1703,TravelogueD18 Europa,,*35.E.374.(Adl.) PRUNK,ZALT,
AC09874104,990030308280603338,http://data.onb.ac.at/ABO/%2BZ160777107,Z160777107,"Freschot, Casimir ; http://d-nb.info/gnd/128597771",Mémoires de la cour de Vienne ; (DE-588)116113526X,,Relation Von dem Käyserlichen Hofe zu Wien/ Worinnen I Die Beschreibung der Stadt Wien. II Der ietzige Staat des Hofs mit einigen Anmerckungen über des Kaysers Leben für seine Person an sich selbst III Anmerckungen über das Leben des Käysers in Ansehung der Regierung. IV Das interesse des Käyserlichen Hofes in Betrachtung des ietzigen Kriegs. V Der ietzige Zustand der Käyserlichen Familie $ aufgesetzt von einem Reisenden [das heißt Casimir Freschot] im Jahr 1704. [Übersetzt von Eucharius Gottlieb Rinck],,,Cölln,,,bey Wilhelm Stephan,,,1705,1705,"182, das heißt 190 Seiten",,,,0,0,0,0,0,8°,Kein illustrierender Inhalt.  - Holzschnitt-Vignetten und Zierleisten,"Nicht ident mit VD18 90100042, VD18 11391715. - Anonym erschienen, Verfasser und Impressum vermutlich fingiert",,,ger,fre,Aus dem Französischen übersetzt,,,,"Rink, Eucharius Gottlieb ; http://d-nb.info/gnd/116550961",,,,,,Reisebericht,,,Wien ; Hof ; Reisebericht ; Geschichte 1704,TravelogueD18 Europa,,MF 5794 MIK .- 7340-A MAG .- 235443-A MAG,ZNEU ; ZALT ; ZALT,
AC12715194,990048651340603338,,,"Freschot, Casimir ; http://d-nb.info/gnd/128597771",Mémoires de la cour de Vienne ; (DE-588)116113526X,,Relation Von dem Kayserlichen Hofe zu Wien/ $ Worinnen I. Die Beschreibung der Stadt Wien. II. Der ietzige Staat des Hofs mit einigen Anmerckungen über des Kaysers Leben für seine Person an sich selbst. III. Anmerckungen über das Leben des Kaysers in Ansehung der Regierung. IV. Das interesse des kayserlichen Hofes in Betrachtung des ietzigen Kriegs. V. Der ietzige Zustand der Kayserlichen Familie $ Aufgesetzt von einem Reisenden [das heißt Casimir Freschot] im Jahr 1704. [Übersetzer: Eucharius Gottlieb Rinck],,,Cölln [das heißt Leipzig],Leipzig ; http://d-nb.info/gnd/4035206-7,Leipzig ; http://d-nb.info/gnd/4035206-7,bey Wilhelm Stephan [das heißt Kaspar Fritsch],"Fritsch, Kaspar ; http://d-nb.info/gnd/1037501284","Fritsch, Kaspar ; http://d-nb.info/gnd/1037501284",1705,1705,"2 ungezählte Seiten, 190 Seiten",,,,0,0,0,0,nicht digitalisiert,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten ; Initialen,"Bibliografischer Nachweis: VD18 11391715. - Anonym erschienen ; Erscheinungsort, Verleger / Drucker, Verfasser und Übersetzer ermittelt nach VD18",,,ger,fre,Aus dem Französischen übersetzt,VD18 11391715,,,"Rink, Eucharius Gottlieb ; http://d-nb.info/gnd/116550961",,,,,,,,,Wien ; Hof ; Geschichte 1704 ; Reisebericht ; Leopold ; Bericht,TravelogueD18 Europa,,282987-A MAG,ZFID,VD18 11391715
AC12715309,990048651730603338,,,"Zinzendorf, Philipp Ludwig <<von>> ; http://d-nb.info/gnd/117416487",,,Eines hohen Ministri abgestattete Relation von dem gegenwärtigen zustande des Königreichs Franckreich/ absonderlich dessen hof=cameral- und kriegs=staat betreffend $ Nebst den neuesten Characteren derer fürnemsten Personen selbiges hofes $ [Philipp Ludwig von Zinzendorf],,,Cöln,Köln ; http://d-nb.info/gnd/4031483-2,,,,,1705,1705,"2 ungezählte Seiten, 176 Seiten",,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten und Initialen,"Bibliografischer Nachweis: VD18 11534478. - Anonym erschienen, Verfasser bibliografisch ermittelt nach VD18",,,ger,,,VD18 11534478,,,,,,,,,,,,Frankreich ; Landeskunde ; Geschichte um 1704,TravelogueD18 Europa,,282987-A.Adl MAG,ZFID,VD18 11534478
AC08791492,990038274010603338,http://data.onb.ac.at/ABO/%2BZ130848205,Z130848205,"Tachard, Guy ; http://d-nb.info/gnd/119246007",Voyage de Siam des Pères Jésuites ; 1700 ; http://viaf.org/viaf/311000267,,"Curieuse und Merckwürdige Reise Nach Siam, $ Nebst Astronomischen/ Physicalischen/ Geographischen und Historischen Anmerckungen/ Auch schönen Kupferstücken gezieret. Aus dem Frantzösischen übersetzt",,,Hamburg,Hamburg ; http://d-nb.info/gnd/4023118-5,,Verlegts Benjamin Wedel,"Wedel, Benjamin ; http://d-nb.info/gnd/129126993",,1706,1706,"6 ungezählte Seiten, 365 Seiten, 1, 3 ungezählte Blätter Bildtafeln, 8 ungezählte gefaltete Blätter","9 Illustrationen, 3 Karten",9,3,5,8,8,3,0,8°,Die Illustrationen umfassen 3 Kupferstich-Karten und 9 Kupferstichillustrationen. - Mit zusätzlichem Kupfertitel ; Titelblatt in Rot- und Schwarzdruck. - Holzschnittvignetten im Text ; Gedruckte Marginalien,"Bibliografischer Nachweis: Stuck I, 1403 ; Bibliografie Reiseliteratur Eutin ; VD18 14715465","Vorrede des Übersetzers, Datum Hamburg 10.04.1706",,ger,fre,Aus dem Französischen übersetzt,VD18 14715465,,,,,,,,,Reisebericht,,,Thailand ; Mission ; Geschichte 1685-1686 ; Reisebericht ; Thailand ; Landeskunde ; Geschichte 1685-1687,TravelogueD18 Asien,,364351-A MAG .- UNASSIGNED,ZKAR ; ZKAR,VD18 14715465
AC02342930,990001577840603338,http://data.onb.ac.at/ABO/%2BZ24420007,Z24420007,"Dampier, William ; http://d-nb.info/gnd/118670956",<<A>> new voyage round the world ; 1697,,Der Reisen Herrn Wilhlem Dampier/ Englischen Capitains zur See/,"Dritter Theil ; Nach den Südlichen Ländern/ Neu=Holland So Er im Jahr 1699. gethan/ Worin[n]en eine Beschreibung der Canarischen Jnsuln/ ingleichen der Jnsuln Mayo u. S. Jago; wie auch der Bucht aller Heiligen/ der Festungen und Stadt Bahia in Brasilien/ neben andern merckwürdigen Dingen mehr/ zu finden. Welchem beygefüget worden: Herrn Leonel Wafers, eines Englischen Chirurgi, Reise und Beschreibung des Isthmus der Erd=Enge Darien in Americâ. Aus der Englischen in die Frantzösische/ aund aus dieser in die Hoch=Teutsche Sprache übersetzt/ Auch mit Kupfferstichen/ Land=Carten und einem Register versehen",,Franckfurt und Leipzig,Jena ; http://d-nb.info/gnd/4028557-1 .- Leipzig ; http://d-nb.info/gnd/4035206-7,Jena ; http://d-nb.info/gnd/4028557-1,Bey Michael Rohrlachs seel. Wittib und Erben ; Gedruckt bey Paul Ehrichen,Michael Rohrlach Erben ; http://d-nb.info/gnd/6146453-3,"Ehrich, Paul ; http://d-nb.info/gnd/1037503988",1707,1707,"30 ungezählte Seiten, 421 Seiten, 27 ungezählte Seiten, 16 ungezählte Blätter Bildtafeln, 4 ungezählte gefaltete Blätter","16 Illustrationen, 2 Karten",16,2,2,4,4,2,MLU Wittenberg Digitalisat mit Foldouts ,4°,"Die Illustrationen sind 2 Kupferstich-Karten, 16 Kupferstich-Illustrationen  - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten, Initialen im Text ; Tabellen","Bibliografischer Nachweis: VD18 90306104 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 380",,,ger,eng,Aus dem Französischen übersetzt. Originalsprache des Werkes ist Englisch,VD18 90306104,"Wafer, Lionel ; http://d-nb.info/gnd/12452348X",,,,,,,,Reisebericht,,"Wafer, Lionel ; <<A>> new voyage and description of the isthmus of America","Dampier, William ; Reise ; Schiffsreise ; Kanarische Inseln ; Brasilien ; Geschichte ; Reise ; Schiffsreise ; Mittelamerika ; Wafer, Lionel ; Panama ; Geschichte um 1680",TravelogueD18 Afrika Südamerika Nordamerika,Zusammenstellung: Hauptwerk mit Ergänzung,361899-A.3 MAG,ZKAR,VD18 90306104
AC02946347,990004095820603338,http://data.onb.ac.at/ABO/%2BZ35026209,Z35026209,"Lucas, Paul ; http://d-nb.info/gnd/117665665",Voyage du Sieur Paul Lucas au Levant ; 1704 ; http://viaf.org/viaf/739151475055000490008,,"Reise nach der Levante, $ Darinn unter andern Merckwürdigkeiten/ auch der Allerneueste Zustand von Ober=Egypten/ Nemlich von Cairo an/ biß zu den berühmten Wasser=Fällen des Nil-Flusses getreulich angezeiget ; Anbey eine Pünctliche Carte dieses Strohmes/ dergleichen niemals gesehen worden/ in Kupfer gestochen $ Auß dem Frantzösischen des Sieur Paul Lucas, ins Hochteutsche übergesetzet von M. V**",,,Hamburg,Hamburg ; http://d-nb.info/gnd/4023118-5 .- Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 .- Leipzig ; http://d-nb.info/gnd/4035206-7,Hamburg ; http://d-nb.info/gnd/4023118-5,Gedruckt und verlegt durch sehl. Thomas von Wierings Erben,Thomas von Wiering Erben ; http://d-nb.info/gnd/6146586-0,Thomas von Wiering Erben ; http://d-nb.info/gnd/6146586-0,1707,1707,"16 ungezählte Seiten, 165 Seiten, 1 ungezählte Seite, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,0,1,1,1,0,8°,Die Illustration ist 1 Kupferstich-Karte. - Holzschnitt-Vignetten und Initialen im Text ; Titelblatt in Rot- und Schwarzdruck,"Bibliograph. Nachweis: Fromm 15622 ; VD18 90689208 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 847 ; Kainbacher, Erforschung Afrikas, S. 284 ; UBW Heidelberg (urn:nbn:de:bsz:16-diglit-46137). - Werktitel nach VD18 und Bibliografie Reiseliteratur Eutin","Vorrede an den Leser, Datum Hamburg 1707. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Hamburg, Gedruckt und verlegt durch sehl. Thomas von Wierings Erben/ bey der Börse/ im gelben A. B. S. Ao. 1707. sind auch zu Franckf. und Leipzig bey Zacharias Herteln zu bekom[m]en",,ger,fre,Aus dem Französischen übersetzt,VD18 90689208,,,,,,,,,Reisebericht,,,Levante ; Reise ; Geschichte 1699-1703 ; Oberägypten ; Reise ; Geschichte 1699-1703 ; Osmanisches Reich,TravelogueD18 Orient ; TravelogueD18 Afrika,,361951-A MAG,ZKAR,VD18 90689208
AC05201252,990046765710603338,http://data.onb.ac.at/ABO/%2BZ205018907,Z205018907,"Ides, Evert Ysbrants ; http://d-nb.info/gnd/12495877X","Driejaarige Reize naar China, te lande gedaan door den Moskovischen Afgezant E. Ysbrants Ides ; 1704",,"Dreyjährige Reise nach China, $ Von Moscau ab zu lande durch groß Ustiga/ Siriania/ Permia/ Sibirien/ Daour/ und die grosse Tartarey; gethan durch den Moscovitischen Abgesandten E. Yßbrants Jdes: Nebst einer landcharte und vielen kupfferstichen/ so von dem abgesandten selbst auff der reise auffgezeichnet worden; Wie auch Einer beschreibung von China durch einen Chineser in seiner sprache geschrieben. Alles aus dem Holländischen übersetzet",,,Franckfurt,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,bey Thomas Fritsch,"Thomas Fritsch ; http://d-nb.info/gnd/10180878-1 .- Fritsch, Thomas ; http://d-nb.info/gnd/11682543X","Thomas Fritsch ; http://d-nb.info/gnd/10180878-1 .- Fritsch, Thomas ; http://d-nb.info/gnd/11682543X",1707,1707,"2 ungezählte Seiten, 466 Seiten, 17 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel, 28 teiliweise gefaltete Blätter Bildtafeln","27 Illustrationen, 2 Karten",27,2,8,9,9,1,0,8°,"Die Illustrationen umfassen 26 Kupferstichillustrationen, 1 gestochenes Frontispiz und 2 gestochene Karten. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten ; Initialen","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 0655 ; VD18 14783215 ; Bibliografie Reiseliteratur Eutin",Vorlageform des Erscheinungsvermerks: Franckfurt/bey Thomas Fritschen/ 1707.,,ger,dut,Aus dem Niederländischen übersetzt,VD18 14783215,"Kao, Dionysius ; http://d-nb.info/gnd/100504698",,,,,,,,,,"Kao, Dionysius ; Korte beschryving van't magtig keizerryk China",Handelsreise ; China ; Geschichte 1695-1697 ; China ; Landeskunde,TravelogueD18 Asien,Zusammenstellung: Hauptwerk mit Ergänzung,BE.6.T.55 PRUNK,ZALT,VD18 14783215
AC09730162,990028834880603338,"http://data.onb.ac.at/ABO/%2BZ155205308;
http://data.onb.ac.at/ABO/%2BZ124117102","Z155205308;
Z124117102","Bosman, Willem ; http://d-nb.info/gnd/129868868",Nauwkeurige Beschryving van de Guinese Goud- Tand- en Slave-Kust ; 1704 ; http://viaf.org/viaf/7210147270569835700007,,"Reyse nach Gvinea, $ oder ausführliche Beschreibung dasiger Gold=Gruben/ Elephanten=Zähn und Sclaven=Handels/ nebst derer Einwohner Sitten/ Religion/ Regiment/ Kriegen/ Heyrathen und Begräbnissen/ auch allen hieselbst befindlichen Thieren/ so bishero in Europa unbekandt gewesen $ Jm Frantzösischen herausgegeben durch Wilhelm Boßmann/ gewesenen Rahtsherrn/ Ober=Kaufmann/ und Landes Unter=Commandeur von der Holländisch= Ost:Jndischen Compagnie. Nun aber ins Hochteutsche übersetzet/ und mit Kupffern gezieret",,,Hamburg,Hamburg ; http://d-nb.info/gnd/4023118-5,,Jn Verlegung Samuel Heyl/ und Johann Gottfried Liebezeit,"Heyl, Samuel ; http://d-nb.info/gnd/141071192 .- Liebezeit, Johann Gottfried ; http://d-nb.info/gnd/13669585X",,1708,1708,"12 ungezählte Seite, 590 Seiten, 2 ungezählte Seiten, 16 ungezählte Blätter Bildtafeln, 3 ungezählte gefaltete Blätter Bildtafeln",19 Illustrationen,19,,3,3,3,0,0,8°,"Die Illustrationen 1 Kupferstich-Porträt des Verfassers, 1 illustrierender Kupfertitel, 17 Kupferstichillustrationen. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten im Text","Bibliografischer Nachweis: VD18 11102551 ; Stuck I, 171 ; Griep, Reiseliteratur und Geographica, 0152 ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 58 ; Tenri, 2940 ; Henze I, 305. - Werktitel nach VD18 und VIAF",Blatt ):(1a-):(5b: Vorrede des Verfassers,"Signaturformel: ):(5, A-Z8, Aa-Oo8",ger,dut,Aus dem Französischen übersetzt. Originalsprache des Werkes ist Niederländisch,VD18 11102551,,,,,,,,,Reisebericht,,,"Guinea ; Reise ; Geschichte 1688-1702 ; Reise ; Benin ; Geschichte 1701 ; Nyendael, David van ; Reise ; Guinea ; Snoek, Jan ; Geschichte 1701",TravelogueD18 Afrika,,49.K.42 PRUNK .- 264321-A MAG,ZALT ; ZFID,VD18 11102551
AC09633292,990039067830603338,http://data.onb.ac.at/ABO/%2BZ173326303,Z173326303,"Scheuchzer, Johann Jacob ; http://d-nb.info/gnd/118607308",Beschreibung der Natur-Geschichten des Schweizerlands,,Beschreibung der Natur=Geschichten des Schweizerlands $ Von Johann Jacob Scheuchzer/ M. D.,Dritter Theil ; Enthaltend vornemlich eine ober die Alpgebirge An. 1705 getahne Reise,,Zürich,Zürich ; http://d-nb.info/gnd/4068038-1,Zürich ; http://d-nb.info/gnd/4068038-1,Gedruckt bey Michael Schaufelb. s. E. Und Christoff Hardmeyer ; Jn Verlegung des Authoris,"Scheuchzer, Johann Jacob ; http://d-nb.info/gnd/118607308","Schaufelberger ; http://d-nb.info/gnd/1090687842 .- Hardmeyer, Christoph ; http://d-nb.info/gnd/1037523709",1708,1708,"4 ungezählte Seiten, 208 Seiten, 11 ungezählte Blätter Bildtafeln (zum Teil gefaltet)",11 Illustrationen,11,,6,6,6,0,0,4°,Die Illustrationen umfassen 1 Kupferstich-Diagramm mit Illustration und 10 Kupferstichillustrationen. - Holzschnitt-Vignette auf dem Titelblatt ; Zierleisten ; Initialen,Bibliografischer Nachweis:,"Ungezählte Seite 2: Widmung des Verfassers and Johann Rodolph von Rosenroll, Datum 1707",,ger,,,,,,,,,,"Scheuchzer, Johann Jacob ; http://d-nb.info/gnd/118607308","Rosenroll, Johann Rudolph <<von>>",Reisebericht ; Erlebnisbericht,,,Reise ; Schweiz ; Geschichte 1705,TravelogueD18 Europa,,254724-B.3 MAG,ZFID,
AC07631338,990016348230603338,http://data.onb.ac.at/ABO/%2BZ69818406,Z69818406,"Le Guat, François ; http://d-nb.info/gnd/12312834X",Voyage et avantures de François Leguat & de ses compagnons en deux isles désertes des Indes orientales ; 1708 ; http://viaf.org/viaf/306898338,,"<<Hn. Francisci Legvat, eines Frantzosen und seiner Gefehrten/>> Reisen und Wunderliche Begebenheiten nach zweyen unbewohnten Ost=Jndischen Jnsuln $ Nebst Einer Erzehlung der merckwürdigsten Dinge/ die Sie auf der Jnsul Mauritii, zu Batavia, an dem Cap der guten Hoffnung/ auf der Jnsul S. Helena und andern Orthen, worauf Sie zukommen/ angemercket haben ; Alles mit Land=Carten und Figuren versehen",,,Franckfurth und Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7 .- Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,,Verlegts Michael Rohrlachs seel. Wittib und Erben/ in Liegnitz,Michael Rohrlach Erben ; http://d-nb.info/gnd/6146453-3,,1709,1709,"30 ungezählte Seiten, 400 Seiten, 32 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel, 5 ungezählte gefaltete Blätter Bildtafeln,  24 ungezählte Blätter Bildtafeln","26 Illustrationen, 4 Karten",26,4,1,5,5,4,0,8°,"Die Illustrationen umfassen 26 Kupferstichillustrationen, 4 gestochene Karten. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten im Text","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Versuch 260 ; Gove 207 ; Cox I, 284","Ungezählte Seite 3-30: Vorrede, Datum 01.10.1707. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Franckfurth und Leipzig/ Verlegts Michael Rohrlachs seel. Wittib und Erben/ in Liegnitz. 1709",,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Reisebericht ; Erlebnisbericht,,,Mauritius ; Landeskunde ; Rodrigues ; Landeskunde ; Ostindien ; Reise ; Geschichte 1690-1698,TravelogueD18 Afrika Asien,,364247-A MAG .- UNASSIGNED,ZKAR ; ZKAR,
AC11100932,990044018990603338,,,"Meister, George ; http://d-nb.info/gnd/124751466",<<Der>> Orientalisch-Indianische Kunst- und Lust-Gärtner,,"<<Der>> Orientalisch=Jndianische Kunst= und Lust=Gärtner/ $ Das ist: Eine aufrichtige Beschreibung Derer meisten Jndianischen/ als auf JavaMaior, Malacca und Jappon, wachsenden Gewürtz=Frucht= und Blumen=Bäume/ wie auch anderer raren Blumen/ Kräuter= und Stauden=Gewächse/ sampt ihren Saamen/ nebst umbständigen Bericht deroselben Jndianischen Nahmen/ so wol ihrer in der Medicin als Oeconomie und gemeinem Leben mit sich führendem Gebrauch und Nutzen; Wie auch Noch andere denckwürdige Anmerckungen/ was bey des Autoris zweymahliger Reise nach Jappan, von Java Maior, oder Batavia, längst derer Cüsten Sina, Siam, und rückwerts über Malacca, daselbsten gesehen und fleißig observiret worden; Auch Vermittelst unterschiedlicher schöner ins Kupffer gebrachter Jndianischer Figuren/ von Bäumen/ Gewächsen/ Kräutern/ Blumen und Nationen entworffen und fürgestellet $ durch George Meistern/ Dieser Zeit Churfl. Sächs. bestallten Jndianischen Kunst= und Lust=Gärtner",,,Dresden,Dresden ; http://d-nb.info/gnd/4012995-0,,zu finden bey Christoph Hekel,"Heckel, Christoph ; http://d-nb.info/gnd/1037529227",,1710,1710,"18 ungezählte Seiten, 310 Seiten, 12 ungezählte Seiten, 10 ungezählte Blätter Bildtafeln, 3 ungezählte gefaltete Blätter Bildtafeln","10 Illustrationen, 2 Schriftbeispiele",10,,10,3,3,0,nicht digitalisiert,4°,"Die Illustrationen umfassen ein gestochenes Kupfertitel als Frontispiz (gestochen von M. Bodenehr, Dresden), 9 Kupferstichillustrationen und 2 gestochene Schriftbeispiele. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten ; Initialen ; Text weitgehend zweispaltig gedruckt",Bibliografischer Nachweis:,"Ungezählte Seite 3-6: Widmungsvorrede des Verfassers an Johann Georg IV., Herzog von Sachsen. - Vorrede an den Leser. - Versgedicht von I. C. S. - Versgedicht von Joh. Ephraim Christophori",,ger,,,,,,,"Christophori, Johann Ephraim",,"Batlowsky, A. .- Bodenehr, Moritz ; http://d-nb.info/gnd/122075854","Meister, George ; http://d-nb.info/gnd/124751466",Johann Georg ; http://d-nb.info/gnd/119240122,Reisebericht,,,Reise ; Ostasien ; China ; Japan ; Geschichte 1682-1683 ; Geschichte 1685-1686 ; Japan ; Landeskunde ; Botanik ; Schiffsreise ; Geschichte 1677 ; Schiffsreise ; Geschichte 1688,TravelogueD18 Asien,,275732-B MAG,ZFID,
AC09741212,990028948220603338,http://data.onb.ac.at/ABO/%2BZ155909105,Z155909105,"Browne, Edward ; http://d-nb.info/gnd/100433553","Brief account of some travels in hungaria, servia, bulgaria, macedonia, thessaly, austria, styria, carinthia, carniola, and friuli ; 1673 ; http://viaf.org/viaf/88813424",,"<<Edward Brown, M. D.>> Auf genehmgehaltenes Gutachten und Veranlassung der Kön. Engell. Medicinischen Gesellschaft in London Durch Niederland/ Teutschland/ Hungarn/ Servien/ Bulgarien/ Macedonien/ Thessalien/ Oesterreich/ Steurmarck/ Kärnthen/ Carniolen/ Frieul/ etc. gethane gantz sonderbare Rejsen/ $ Worbey tausenderley merckwürdige Seltsamkeiten, verschiedener Königreiche/ Länder/ ober= und unter=irdischer verwunderlicher Gebäue/ Städte/ Bäder/ Brunnen/ Flüsse/ Berge/ wie auch Gold= Silber= Kupffer= Bley= und Ovecksilber=Minen/ und andere Mineralien etc. benebenst einem woluntersuchten Unterschied vielerley Völcker/ deren Religionen/ Sprach=Arten/ Kleidung/ Leibs= und Gemüths=Beschaffenheit: Fremder Thiere/ Früchte etc. auf das eigentlichst=deutlichst= und lebhaffteste vorgestellet werden;  Auf eine recht ungemeine/ gelehrte/ in andern deßfalls ausgegebenen Schrifften nicht befindliche Weise/ mit durch und durch beygebrachten hochvernünfftigen Anmerckungen/ anfangs in Englischer/ nachgehends in Holländischer Sprach beschrieben/ Nunmehr aber aus der letztern in die Hoch=Teutsche übersetzet/ und dem gemeinen Besten zu Nutz/ auch denen sonst Neuigkeits=Lieb=Gesinnten/ zu verhoffentlich mercklichem Gefallen/ als ein stattliches mit einigen netten Kupfferblatten ausgeziertes/ auch einem nöthigen Register erläutertes Werck/ auf vieler Verlangen/ durch öffentlichen Druck zum andern mal gemein gemacht",,auf vieler Verlangen/ durch öffentlichen Druck zum andern mal gemein gemacht,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,verlegts Johann Zieger/Buchhändler,"Zieger, Johann ; http://d-nb.info/gnd/12912706X",,1711,1711,"4 ungezählte Seiten, 334 Seiten, 12 ungezählte Seiten, 10 ungezählte Blätter Bildtafeln, 8 ungezählte gefaltete Blätter Bildtafeln",18 Illustrationen,18,,10,10,10,0,0,4°,"Die Illustrationen sind 15 Kupferstich-Illustrationen (teilweise signiert von Johann Franz Wiesim), 1 Kupferstich-Plan (von Neu Palma), 1 Kupferstich-Porträt (von Kaiser Leopold I), 1 illustrierender Kupfertitel als Frontispiz (gestochen und signiert von Cornelius Nicolaus C. Schurfs, Datum 1685). - Titelblatt in Rot- und Schwarz-Druck ; Holzschnitt-Vignetten und Zierleisten im Text",Bibliografischer Nachweis: VD18 1441208X ; Bibliografie Reiseliteratur Eutin,Ungezählte Seite 3-4: Vorrede des Verfassers an den Leser,"Signaturformel: [2], A-Z4, Aa-Uu4, X1",ger,eng,Aus dem Niederländischen übersetzt. Originalsprache des Werkes ist Englisch,VD18 1441208X,,,,,,"Wiesim, Johann Franz .- Schurfs, Cornelius Nicolaus",,,Reisebericht,,,Europa ; Reise ; Geschichte 1668-1673,TravelogueD18 Europa ; TravelogueD18 Orient,,48.H.40* PRUNK,ZALT,VD18 1441208X
